"lon" "lat"
-89.5889864 40.6936488
-86.9223432 20.4229839
134.8201814 35.5445754
-64.8347992 17.7245968
-84.5613355 39.3995008
-61.5019256 10.6549013
28.0473051 -26.2041028
-64.8940946 18.3380965
-83.6874562 43.0125274
-75.888107 41.2448632
-89.6301221 44.9591352
-73.7629097 41.0339862
-75.5397878 39.7390721
12.5683371 55.6760968
-56.1645314 -34.9011127
-69.9312117 18.4860575
-75.0849058 38.3365032
-147.7163889 64.8377778
-105.2253316 20.653407
-95.3010624 32.3512601
-68.7778138 44.8011821
-106.4111425 23.2494148
-76.4730122 37.0870821
-72.5815724 42.1072647
121.4737021 31.2303904
-81.2408689 19.3221698
29.9187387 31.2000924
-88.1962133 17.5045661
-87.5710898 37.9715592
120.9842195 14.5995124
-86.5861037 34.7303688
-64.6332782 18.4334704
-82.3248262 29.6516344
-96.7311034 43.5445959
73.0931461 33.7293882
-73.212072 44.4758825
-75.5812119 6.244203
-68.4054729 18.5820101
-71.7147951 10.6544509
-82.3940104 34.8526176
4.8951679 52.3702157
-70.6692655 -33.4488897
-77.042754 -12.0463731
-103.4067861 25.5428443
-81.7799871 24.5550593
-90.1848103 32.2987573
13.1509672 11.8310981
-149.9002778 61.2180556
-74.0104178 41.5034271
-77.0010786 41.2411897
-82.5306527 27.3364347
-120.6596156 35.2827524
-104.8213634 38.8338816
-90.5068824 14.6349149
-114.0708459 51.0486151
-100.7837392 46.8083268
109.781327 39.608266
-85.3096801 35.0456297
144.9630576 -37.8136276
-120.3272674 50.674522
-100.4370375 31.4637723
-82.326806 36.5331586
-94.2088172 36.3728538
-80.0533746 26.7153424
-98.3420118 40.9263957
-97.1466695 31.549333
-104.5230242 33.3942655
-80.4831917 43.450301
-95.992775 36.1539816
-9.5668632 52.1544607
23.7275388 37.9838096
-79.1422464 37.4137536
-113.4909267 53.544389
12.3155151 45.4408474
-73.6342954 40.7267682
-98.2300124 26.2034071
-105.937799 35.6869752
-77.8600012 40.7933949
11.2558136 43.7695604
-122.0307963 36.9741171
-84.5037164 38.0405837
-85.1393513 41.079273
-86.5263857 39.165325
-98.3959291 34.6035669
-78.8866943 33.6890603
-4.251806 55.864237
-92.8088443 45.056004
4.3517211 50.8503463
-107.8800667 37.27528
-115.1760672 36.09551
-100.3161126 25.6866142
-61.679 12.1165
-103.2310149 44.0805434
-94.1265562 30.080174
11.5819806 48.1351253
51.5310398 25.2854473
-88.7117181 34.1162203
-3.533899 50.718412
-86.5299673 16.3297608
-117.4260466 47.6587802
-92.3425775 42.492786
-82.0105148 33.4734978
-1.880769 50.719164
-9.1393366 38.7222524
-87.192136 14.0722751
-93.6091064 41.6005448
-77.0441143 35.108493
-85.3232139 51.253775
-78.4766781 38.0293059
-103.3496092 20.6596988
-97.396381 27.8005828
-73.2103934 40.7298207
26.1025384 44.4267674
-101.8312969 35.2219971
-62.7559043 17.3433796
-89.2086773 38.6083617
-122.2711137 37.8043637
-86.4957833 30.3935337
-116.7865815 47.7660161
-121.8946761 36.6002378
-90.5151342 41.5067003
-99.7331439 32.4487364
-93.7501789 32.5251516
-76.5319854 3.4516467
-97.7277959 31.1171194
-111.651302 35.1982836
-71.2079809 46.8138783
-88.0398912 30.6953657
-80.085059 42.1292241
-89.2181911 13.6929403
-79.9223592 -2.1709979
-100.3898881 20.5887932
39.2375507 21.2854067
38.1899782 24.0231757
-107.8761738 38.4783198
-84.5555347 42.732535
-73.5831835 40.6576022
-70.861985 41.991213
-87.9297546 43.0382216
-94.3985475 35.3859242
-47.8825289 -15.7941569
-67.1540698 18.4274454
-123.0867536 44.0520691
-89.5925857 20.9673702
6.7734556 51.2277411
15.0830304 37.5078772
-119.6981901 34.4208305
-118.3089661 34.1808392
9.1829321 48.7758459
-76.1899661 24.9314461
115.8604572 -31.9505269
-78.8783585 35.0526641
-102.0779146 31.9973456
-76.8077338 42.0897965
-66.9036063 10.4805937
19.040235 47.497912
-43.9352376 -19.9245018
-70.6930568 19.4791963
-123.9400647 49.1658836
-5.93012 54.597285
30.3350986 59.9342802
-93.2173758 30.2265949
-83.555212 41.6639383
-77.0313177 38.9010133
-83.9508068 43.4194699
-51.2176584 -30.0346471
-80.752608 32.216316
-87.9922684 15.5149204
105.8341598 21.0277644
172.6362254 -43.5320544
-97.4974838 25.9017472
-49.267137 -25.4289541
-83.3977101 41.9164343
3.3792057 6.5243793
-111.0429339 45.6769979
-1.61778 54.978252
-73.9712488 40.7830603
-88.4153847 44.2619309
-72.164816 41.3542395
-109.0565308 44.5263422
54.3773438 24.453884
-122.8755949 42.3265152
-97.0035982 28.8052674
-94.7404891 32.5007037
-98.4933873 33.9137085
-94.513281 37.0842271
-90.6645718 42.5005583
15.981919 45.8150108
4.835659 45.764043
-101.58734 17.6625661
-118.1937395 33.7700504
-102.2915677 21.8852562
-0.1869644 5.6037168
16.3738189 48.2081743
-83.2910468 42.6389216
-71.9674626 -13.53195
-89.0928155 30.3674198
-121.9552356 37.3541079
138.6007456 -34.9284989
-120.4357191 34.9530337
18.1384383 59.6024958
77.5945627 12.9715987
153.0251235 -27.4697707
-0.4906855 38.3459963
-96.4003069 42.4999942
2.6501603 39.5696005
58.4059227 23.58589
-98.2061996 19.0412967
103.819836 1.352083
79.861243 6.9270786
-97.1383744 49.895136
-85.3904888 31.2232313
-8.6270628 41.1679725
-166.8080556 68.3477778
-86.2519898 41.6763545
121.5654177 25.0329694
-112.0245054 46.5883707
-84.3453169 46.4952996
-119.1005657 46.2395793
31.2357116 30.0444196
-88.0659603 45.8202334
-21.8174393 64.1265206
-49.2647885 -16.6868824
82.6017244 49.9749295
100.5017651 13.7563309
-108.5006904 45.7832856
-81.6887858 12.5824897
37.6173 55.755826
-85.5872286 42.2917069
-106.6700458 52.1332144
10.7522454 59.9138688
-114.3168131 48.1919889
-106.8175387 39.1910983
-27.2205771 38.7216415
-75.4794257 10.3910485
21.0122287 52.2296756
136.8323973 34.8867002
-75.833333 23.533333
72.8776559 19.0759837
35.5017767 33.8937913
136.9109515 35.2903104
30.5234 50.4501
145.7297891 15.1515153
-94.2020084 46.3526733
-82.1887444 36.5951059
17.1077477 48.1485965
-96.6851982 40.8257625
-112.0339645 43.4916514
-113.996586 46.8787176
-114.4608711 42.5629668
-89.4120753 45.6366228
-74.4229266 39.3642834
-115.7631232 40.8324211
-4.4213988 36.7212737
-85.6206317 44.7630567
-92.1004852 46.7866719
-101.2922906 48.2329668
-81.7948103 26.1420358
-9.0567905 53.270668
-111.1041092 44.6621493
5.3220544 60.3912628
-97.0328547 47.9252568
-81.8418006 41.2381096
88.363895 22.572646
-83.2784851 30.8327022
-77.0722585 38.9076089
7.2619532 43.7101728
1.297355 52.6308859
10.4016888 43.7228386
-96.7216219 17.0594169
6.1216925 46.2180073
-61.7713028 17.6266242
36.8219462 -1.2920659
9.112366 55.728449
-68.2623822 12.2018902
-134.4197222 58.3019444
-104.6188944 50.4452112
-111.8338359 41.7369803
-113.0618931 37.6774769
-83.4327528 45.0616794
-135.33 57.0530556
77.2090212 28.6139391
-87.0645801 45.7452466
-63.1914317 9.7333906
11.97456 57.70887
-112.5347776 46.0038232
-60.6505388 -32.9442426
-106.313081 42.866632
-114.3517172 43.6971294
-131.6461111 55.3422222
-76.5018807 42.4439614
144.7502228 13.4762824
-117.867653 33.7454725
13.3612671 38.1156879
6.129583 49.815273
113.264385 23.12911
87.271781 26.4524746
-77.2883157 38.9981652
-113.5684164 37.0965278
-65.4400985 18.1262854
-91.4984941 44.811349
-94.8858492 47.4875361
-112.4455344 42.8713032
-97.6961026 26.1906306
-143.8671868 -16.5395622
-70.1786425 42.0584412
30.9694163 -25.4752984
-101.4215236 26.9080378
41.3605739 37.8362496
-111.8314724 33.4151843
14.8668836 55.160428
-80.3972736 27.6386434
13.404954 52.5200066
-155.0884869 19.7070942
115.2126293 -8.6704582
-121.7867775 47.4956579
5.36978 43.296482
151.59629 7.3554221
-96.3344068 30.627977
-122.121512 47.6739881
-122.3916754 40.5865396
90.4125181 23.810332
-79.9558968 39.629526
-74.7429384 40.2170534
106.6296638 10.8230989
-4.7793835 37.8881751
120.3666099 16.6073769
-74.0593075 40.8598219
-105.5022205 44.2910915
28.2176379 36.4340533
19.9449799 50.0646501
9.9936818 53.5510846
144.3617186 -38.1499181
101.686855 3.139003
134.4771596 7.3410628
158.2623822 6.8541254
106.8650395 -6.17511
47.9774052 29.375859
-5.9844589 37.3890924
-119.4960106 49.8879519
-79.0716958 38.149576
174.776236 -41.2864603
-124.0828396 40.8665166
-103.1360403 32.7026116
-95.7966667 45.4966667
-89.7313678 43.4284471
-107.2386627 41.7910697
-96.1342241 19.173773
-86.2483921 43.2341813
103.8448134 13.3670968
176.2497461 -38.1368478
-105.5911007 41.3113669
-1.234956 54.574227
167.7351935 8.7226625
-122.0438298 37.5933918
-99.8236533 16.8531086
69.273567 34.9444758
-8.4863157 51.8968917
-85.8371058 10.2992746
-80.9739978 39.4131333
-66.6140616 18.0110768
-71.8022934 42.2625932
-62.5796026 17.1553558
-70.099451 41.2834704
-68.9658817 18.4338645
-68.5239655 -31.5370894
-70.645473 41.3804981
-70.2881124 41.6524911
78.486671 17.385044
51.1985113 43.6410973
-120.5058987 46.6020711
-118.972079 37.648546
-122.7140548 38.440429
-111.3477531 26.0117564
-122.3585019 40.6098147
-117.1817377 46.7297771
-122.4786854 48.7519112
-118.3430209 46.0645809
-165.4063889 64.5011111
-117.0011889 46.4004089
-148.3384293 70.2556453
-166.5422 53.8898
-118.7885967 45.672075
-89.761545 35.1598391
-104.3384616 19.1138094
-77.4019267 37.2279279
-120.3103494 47.4234599
-153.495022 57.4912463
-151.5483333 59.6425
-135.2188889 57.7808333
-73.4529124 44.6994873
-79.0377388 43.0962143
-79.3794811 40.3211808
-114.8345117 35.9782216
45.038189 40.069099
-8.4115401 43.3623436
-82.0453664 26.9297836
-81.3124341 29.9012437
-97.861099 22.2331041
21.7974178 61.4851393
-81.407571 28.2919557
-70.7625532 43.0717552
-77.7199932 39.6417629
-74.5323795 39.4941665
-75.4863364 44.6942291
-80.6495194 41.0997803
-71.3489484 42.4603719
-77.2794288 39.2387164
-89.0939952 42.2711311
-89.9839935 38.5200504
-111.6585337 40.2338438
-77.5636015 39.1156615
-87.1111676 37.7719074
-99.4803241 27.5305671
1.261105 45.833619
-157.0226297 21.1443935
-73.8496482 40.5782903
-156.9273193 20.8165975
-170.7020359 -14.2756319
23.9035965 54.8985207
176.9120178 -39.4928444
-149.5584758 -17.5516251
-155.9969261 19.639994
102.8158924 17.3646969
-118.2922461 33.7360619
-72.9278835 41.308274
-63.0500809 18.0708298
-74.8069813 11.0041072
-16.6291304 28.2915637
130.4017155 33.5903547
-72.4483907 44.1608357
17.9417616 40.6327278
120.3355193 22.6350591
-8.6291053 41.1579438
-61.370976 15.414999
24.938379 60.1698557
-77.1485163 26.3555029
37.3597503 -3.0499002
20.4489216 44.786568
-118.4911912 34.0194543
-117.0382471 32.5149469
-91.4098726 39.9356016
167.954712 -29.040835
-100.9855409 22.1564699
46.6752957 24.7135517
-76.2177046 43.106456
-42.0262542 -22.8867507
-106.0691004 28.6329957
-102.5832539 22.7709249
-73.2516326 -3.7436735
-16.9240554 32.6669328
19.2593642 42.4304196
-7.9810845 31.6294723
-88.18914 40.097854
-72.285215 18.971187
-60.0217314 -3.1190275
30.7133233 36.8968908
-34.8769643 -8.0475622
-87.0611412 41.4730948
-68.2039123 44.3876119
-81.4278984 29.9719419
-3.17909 51.481581
-4.224721 57.477773
135.1955112 34.690083
11.3426163 44.494887
-48.3242858 -10.249091
-3.5985571 37.1773363
-81.3792365 28.5383355
54.6188188 51.7634026
-71.1389101 21.4674584
-76.2594981 20.8795129
-71.975699 21.8673461
-122.989827 45.5228939
-69.935907 -4.203165
16.4401935 43.5081323
-106.7234639 39.576406
-82.269193 9.4047951
-84.1857115 37.0693489
133.775136 -25.274398
9.5662899 47.4672487
123.7906581 10.3236604
31.03351 -17.8251657
-17.3660286 14.7645042
-77.39628 25.03428
98.3380884 7.9519331
-93.0551795 34.5037004
-85.6591442 40.5583739
9.7320104 52.3758916
-93.4040679 48.6023149
7.6868565 45.070312
27.926416 -25.937751
11.0796553 49.4254092
-93.2185144 36.6436731
21.4279956 41.9973462
-84.7839364 45.552789
-0.370797 43.2951
18.380762 -33.9528277
1.444209 43.604652
29.3598782 -3.361378
64.4082082 31.6095648
121.614682 38.914003
72.5713621 23.022505
-71.2519374 -29.9026691
-103.6179745 48.1469683
26.2777073 39.2645095
114.057865 22.543096
7.0982068 50.73743
43.3729793 38.5012085
28.9783589 41.0082376
-13.2317225 8.4656765
10.3950528 63.4305149
-96.065587 15.782399
129.0756416 35.1795543
8.5919561 12.0021794
-88.3712796 16.5211599
79.4897383 29.0210379
103.1855702 19.4520843
-122.286865 38.2975381
30.2166519 13.1782149
31.0218404 -29.8586804
-78.9219698 40.3267407
-108.4794604 55.8628398
23.3218675 42.6977082
-99.9953915 40.8717205
134.1899907 -19.648362
11.2558136 43.7695604
-64.9389791 -40.7301786
-109.5498395 38.5733155
-57.575926 -25.2637399
104.066801 30.572815
96.195132 16.8660694
-68.8458386 -32.8894587
-76.7740897 37.2082678
104.8921668 11.5448729
18.4130763 43.8562586
89.2181664 23.1634014
-77.197232 40.2027214
162.9814877 5.3095618
112.7520883 -7.2574719
18.0944238 42.6506606
-56.0978917 -15.6014109
25.4615092 36.3931562
75.8577258 22.7195687
171.1857736 7.1164214
-4.0082563 5.3599517
-70.1356692 -20.2307033
14.2512221 36.0442999
-88.3266666 54.0731818
-78.649163 41.9564953
-101.1949825 19.7059504
145.7780548 -16.9185514
14.5145528 35.8989085
32.6051351 -25.891968
132.2188479 34.1665616
-38.5266704 -3.7318616
124.8420794 1.4748305
147.1440875 -41.4332215
138.1399232 9.5556503
80.2707184 13.0826802
127.945404 26.501301
152.5678548 -3.0896243
-109.2029043 41.5874644
-87.6381219 41.8876297
100.0135929 9.5120168
11.4041024 47.2692124
18.6466384 54.3520252
-107.8122852 37.9374939
-62.833333 17.9
-80.9530353 46.522099
-88.6000478 37.0833893
10.1815316 36.8064948
-106.9253207 38.5458246
22.9444191 40.6400629
8.951052 46.0036778
24.1255826 45.7983273
-92.9475061 17.989456
141.3543763 43.0620958
137.2136768 36.6959518
168.6626435 -45.0311622
74.123996 15.2993265
8.2156113 44.0494254
-73.1951767 41.1865478
-8.6190525 41.5320504
73.1812187 22.3071588
27.142826 38.423734
76.9366376 8.5241391
79.0881546 21.1458004
74.8559568 12.9141417
-80.1149411 42.1585823
-139.7272809 59.5469878
-156.661351 58.6883251
-176.6217472 51.7615874
-156.6580556 20.9997222
-156.7886111 71.2905556
-158.4575 59.0397222
-152.2597306 -16.4440095
-73.9395687 42.8142432
-67.1451549 18.2013452
-14.86136 65.746246
-81.9773482 36.7098335
14.9702692 -16.7518119
-84.0200043 35.7584756
-15.4362574 28.1235459
32.4931554 37.8746429
-98.2142572 44.3633173
